Date,Calendar Year,Month Name,Month Number,Quarter,ID
09/11/1915,1915,November,11,Q4,5791
10/11/1915,1915,November,11,Q4,5792
11/11/1915,1915,November,11,Q4,5793
12/11/1915,1915,November,11,Q4,5794
13/11/1915,1915,November,11,Q4,5795
14/11/1915,1915,November,11,Q4,5796
15/11/1915,1915,November,11,Q4,5797
16/11/1915,1915,November,11,Q4,5798
17/11/1915,1915,November,11,Q4,5799
18/11/1915,1915,November,11,Q4,5800
19/11/1915,1915,November,11,Q4,5801
20/11/1915,1915,November,11,Q4,5802
21/11/1915,1915,November,11,Q4,5803
22/11/1915,1915,November,11,Q4,5804
23/11/1915,1915,November,11,Q4,5805
24/11/1915,1915,November,11,Q4,5806
25/11/1915,1915,November,11,Q4,5807
26/11/1915,1915,November,11,Q4,5808
27/11/1915,1915,November,11,Q4,5809
28/11/1915,1915,November,11,Q4,5810
29/11/1915,1915,November,11,Q4,5811
30/11/1915,1915,November,11,Q4,5812
01/11/1916,1916,November,11,Q4,6149
02/11/1916,1916,November,11,Q4,6150
03/11/1916,1916,November,11,Q4,6151
04/11/1916,1916,November,11,Q4,6152
05/11/1916,1916,November,11,Q4,6153
06/11/1916,1916,November,11,Q4,6154
07/11/1916,1916,November,11,Q4,6155
08/11/1916,1916,November,11,Q4,6156
09/11/1916,1916,November,11,Q4,6157
10/11/1916,1916,November,11,Q4,6158
11/11/1916,1916,November,11,Q4,6159
12/11/1916,1916,November,11,Q4,6160
13/11/1916,1916,November,11,Q4,6161
14/11/1916,1916,November,11,Q4,6162
15/11/1916,1916,November,11,Q4,6163
16/11/1916,1916,November,11,Q4,6164
17/11/1916,1916,November,11,Q4,6165
18/11/1916,1916,November,11,Q4,6166
19/11/1916,1916,November,11,Q4,6167
20/11/1916,1916,November,11,Q4,6168
21/11/1916,1916,November,11,Q4,6169
22/11/1916,1916,November,11,Q4,6170
23/11/1916,1916,November,11,Q4,6171
24/11/1916,1916,November,11,Q4,6172
25/11/1916,1916,November,11,Q4,6173
26/11/1916,1916,November,11,Q4,6174
27/11/1916,1916,November,11,Q4,6175
28/11/1916,1916,November,11,Q4,6176
29/11/1916,1916,November,11,Q4,6177
30/11/1916,1916,November,11,Q4,6178
01/11/1917,1917,November,11,Q4,6514
02/11/1917,1917,November,11,Q4,6515
03/11/1917,1917,November,11,Q4,6516
04/11/1917,1917,November,11,Q4,6517
05/11/1917,1917,November,11,Q4,6518
06/11/1917,1917,November,11,Q4,6519
07/11/1917,1917,November,11,Q4,6520
08/11/1917,1917,November,11,Q4,6521
09/11/1917,1917,November,11,Q4,6522
10/11/1917,1917,November,11,Q4,6523
11/11/1917,1917,November,11,Q4,6524
12/11/1917,1917,November,11,Q4,6525
13/11/1917,1917,November,11,Q4,6526
14/11/1917,1917,November,11,Q4,6527
15/11/1917,1917,November,11,Q4,6528
16/11/1917,1917,November,11,Q4,6529
17/11/1917,1917,November,11,Q4,6530
18/11/1917,1917,November,11,Q4,6531
19/11/1917,1917,November,11,Q4,6532
20/11/1917,1917,November,11,Q4,6533
21/11/1917,1917,November,11,Q4,6534
22/11/1917,1917,November,11,Q4,6535
23/11/1917,1917,November,11,Q4,6536
24/11/1917,1917,November,11,Q4,6537
25/11/1917,1917,November,11,Q4,6538
26/11/1917,1917,November,11,Q4,6539
27/11/1917,1917,November,11,Q4,6540
28/11/1917,1917,November,11,Q4,6541
29/11/1917,1917,November,11,Q4,6542
30/11/1917,1917,November,11,Q4,6543
01/11/1918,1918,November,11,Q4,6879
02/11/1918,1918,November,11,Q4,6880
03/11/1918,1918,November,11,Q4,6881
04/11/1918,1918,November,11,Q4,6882
05/11/1918,1918,November,11,Q4,6883
06/11/1918,1918,November,11,Q4,6884
07/11/1918,1918,November,11,Q4,6885
08/11/1918,1918,November,11,Q4,6886
09/11/1918,1918,November,11,Q4,6887
10/11/1918,1918,November,11,Q4,6888
11/11/1918,1918,November,11,Q4,6889
12/11/1918,1918,November,11,Q4,6890
13/11/1918,1918,November,11,Q4,6891
14/11/1918,1918,November,11,Q4,6892
15/11/1918,1918,November,11,Q4,6893
16/11/1918,1918,November,11,Q4,6894
17/11/1918,1918,November,11,Q4,6895
18/11/1918,1918,November,11,Q4,6896
19/11/1918,1918,November,11,Q4,6897
20/11/1918,1918,November,11,Q4,6898
21/11/1918,1918,November,11,Q4,6899
22/11/1918,1918,November,11,Q4,6900
23/11/1918,1918,November,11,Q4,6901
24/11/1918,1918,November,11,Q4,6902
25/11/1918,1918,November,11,Q4,6903
26/11/1918,1918,November,11,Q4,6904
27/11/1918,1918,November,11,Q4,6905
28/11/1918,1918,November,11,Q4,6906
29/11/1918,1918,November,11,Q4,6907
30/11/1918,1918,November,11,Q4,6908
01/11/1919,1919,November,11,Q4,7244
02/11/1919,1919,November,11,Q4,7245
03/11/1919,1919,November,11,Q4,7246
04/11/1919,1919,November,11,Q4,7247
05/11/1919,1919,November,11,Q4,7248
06/11/1919,1919,November,11,Q4,7249
07/11/1919,1919,November,11,Q4,7250
08/11/1919,1919,November,11,Q4,7251
09/11/1919,1919,November,11,Q4,7252
10/11/1919,1919,November,11,Q4,7253
11/11/1919,1919,November,11,Q4,7254
12/11/1919,1919,November,11,Q4,7255
13/11/1919,1919,November,11,Q4,7256
14/11/1919,1919,November,11,Q4,7257
15/11/1919,1919,November,11,Q4,7258
16/11/1919,1919,November,11,Q4,7259
17/11/1919,1919,November,11,Q4,7260
18/11/1919,1919,November,11,Q4,7261
19/11/1919,1919,November,11,Q4,7262
20/11/1919,1919,November,11,Q4,7263
21/11/1919,1919,November,11,Q4,7264
22/11/1919,1919,November,11,Q4,7265
23/11/1919,1919,November,11,Q4,7266
24/11/1919,1919,November,11,Q4,7267
25/11/1919,1919,November,11,Q4,7268
26/11/1919,1919,November,11,Q4,7269
27/11/1919,1919,November,11,Q4,7270
28/11/1919,1919,November,11,Q4,7271
29/11/1919,1919,November,11,Q4,7272
30/11/1919,1919,November,11,Q4,7273
01/11/1920,1920,November,11,Q4,7610
02/11/1920,1920,November,11,Q4,7611
03/11/1920,1920,November,11,Q4,7612
04/11/1920,1920,November,11,Q4,7613
05/11/1920,1920,November,11,Q4,7614
06/11/1920,1920,November,11,Q4,7615
07/11/1920,1920,November,11,Q4,7616
08/11/1920,1920,November,11,Q4,7617
09/11/1920,1920,November,11,Q4,7618
10/11/1920,1920,November,11,Q4,7619
11/11/1920,1920,November,11,Q4,7620
12/11/1920,1920,November,11,Q4,7621
13/11/1920,1920,November,11,Q4,7622
14/11/1920,1920,November,11,Q4,7623
15/11/1920,1920,November,11,Q4,7624
16/11/1920,1920,November,11,Q4,7625
17/11/1920,1920,November,11,Q4,7626
18/11/1920,1920,November,11,Q4,7627
19/11/1920,1920,November,11,Q4,7628
20/11/1920,1920,November,11,Q4,7629
21/11/1920,1920,November,11,Q4,7630
22/11/1920,1920,November,11,Q4,7631
23/11/1920,1920,November,11,Q4,7632
24/11/1920,1920,November,11,Q4,7633
25/11/1920,1920,November,11,Q4,7634
26/11/1920,1920,November,11,Q4,7635
27/11/1920,1920,November,11,Q4,7636
28/11/1920,1920,November,11,Q4,7637
29/11/1920,1920,November,11,Q4,7638
30/11/1920,1920,November,11,Q4,7639
01/11/1921,1921,November,11,Q4,7975
02/11/1921,1921,November,11,Q4,7976
03/11/1921,1921,November,11,Q4,7977
04/11/1921,1921,November,11,Q4,7978
05/11/1921,1921,November,11,Q4,7979
06/11/1921,1921,November,11,Q4,7980
07/11/1921,1921,November,11,Q4,7981
08/11/1921,1921,November,11,Q4,7982
09/11/1921,1921,November,11,Q4,7983
10/11/1921,1921,November,11,Q4,7984
11/11/1921,1921,November,11,Q4,7985
12/11/1921,1921,November,11,Q4,7986
13/11/1921,1921,November,11,Q4,7987
14/11/1921,1921,November,11,Q4,7988
15/11/1921,1921,November,11,Q4,7989
16/11/1921,1921,November,11,Q4,7990
17/11/1921,1921,November,11,Q4,7991
18/11/1921,1921,November,11,Q4,7992
19/11/1921,1921,November,11,Q4,7993
20/11/1921,1921,November,11,Q4,7994
21/11/1921,1921,November,11,Q4,7995
22/11/1921,1921,November,11,Q4,7996
23/11/1921,1921,November,11,Q4,7997
24/11/1921,1921,November,11,Q4,7998
25/11/1921,1921,November,11,Q4,7999
26/11/1921,1921,November,11,Q4,8000
27/11/1921,1921,November,11,Q4,8001
28/11/1921,1921,November,11,Q4,8002
29/11/1921,1921,November,11,Q4,8003
30/11/1921,1921,November,11,Q4,8004
01/11/1922,1922,November,11,Q4,8340
02/11/1922,1922,November,11,Q4,8341
03/11/1922,1922,November,11,Q4,8342
04/11/1922,1922,November,11,Q4,8343
05/11/1922,1922,November,11,Q4,8344
06/11/1922,1922,November,11,Q4,8345
07/11/1922,1922,November,11,Q4,8346
08/11/1922,1922,November,11,Q4,8347
09/11/1922,1922,November,11,Q4,8348
10/11/1922,1922,November,11,Q4,8349
11/11/1922,1922,November,11,Q4,8350
12/11/1922,1922,November,11,Q4,8351
13/11/1922,1922,November,11,Q4,8352
14/11/1922,1922,November,11,Q4,8353
15/11/1922,1922,November,11,Q4,8354
16/11/1922,1922,November,11,Q4,8355
17/11/1922,1922,November,11,Q4,8356
18/11/1922,1922,November,11,Q4,8357
19/11/1922,1922,November,11,Q4,8358
20/11/1922,1922,November,11,Q4,8359
21/11/1922,1922,November,11,Q4,8360
22/11/1922,1922,November,11,Q4,8361
23/11/1922,1922,November,11,Q4,8362
24/11/1922,1922,November,11,Q4,8363
25/11/1922,1922,November,11,Q4,8364
26/11/1922,1922,November,11,Q4,8365
27/11/1922,1922,November,11,Q4,8366
28/11/1922,1922,November,11,Q4,8367
29/11/1922,1922,November,11,Q4,8368
30/11/1922,1922,November,11,Q4,8369
01/11/1923,1923,November,11,Q4,8705
02/11/1923,1923,November,11,Q4,8706
03/11/1923,1923,November,11,Q4,8707
04/11/1923,1923,November,11,Q4,8708
05/11/1923,1923,November,11,Q4,8709
06/11/1923,1923,November,11,Q4,8710
07/11/1923,1923,November,11,Q4,8711
08/11/1923,1923,November,11,Q4,8712
09/11/1923,1923,November,11,Q4,8713
10/11/1923,1923,November,11,Q4,8714
11/11/1923,1923,November,11,Q4,8715
12/11/1923,1923,November,11,Q4,8716
13/11/1923,1923,November,11,Q4,8717
14/11/1923,1923,November,11,Q4,8718
15/11/1923,1923,November,11,Q4,8719
16/11/1923,1923,November,11,Q4,8720
17/11/1923,1923,November,11,Q4,8721
18/11/1923,1923,November,11,Q4,8722
19/11/1923,1923,November,11,Q4,8723
20/11/1923,1923,November,11,Q4,8724
21/11/1923,1923,November,11,Q4,8725
22/11/1923,1923,November,11,Q4,8726
23/11/1923,1923,November,11,Q4,8727
24/11/1923,1923,November,11,Q4,8728
25/11/1923,1923,November,11,Q4,8729
26/11/1923,1923,November,11,Q4,8730
27/11/1923,1923,November,11,Q4,8731
28/11/1923,1923,November,11,Q4,8732
29/11/1923,1923,November,11,Q4,8733
30/11/1923,1923,November,11,Q4,8734
01/11/1924,1924,November,11,Q4,9071
02/11/1924,1924,November,11,Q4,9072
03/11/1924,1924,November,11,Q4,9073
04/11/1924,1924,November,11,Q4,9074
05/11/1924,1924,November,11,Q4,9075
06/11/1924,1924,November,11,Q4,9076
07/11/1924,1924,November,11,Q4,9077
08/11/1924,1924,November,11,Q4,9078
09/11/1924,1924,November,11,Q4,9079
10/11/1924,1924,November,11,Q4,9080
11/11/1924,1924,November,11,Q4,9081
12/11/1924,1924,November,11,Q4,9082
13/11/1924,1924,November,11,Q4,9083
14/11/1924,1924,November,11,Q4,9084
15/11/1924,1924,November,11,Q4,9085
16/11/1924,1924,November,11,Q4,9086
17/11/1924,1924,November,11,Q4,9087
18/11/1924,1924,November,11,Q4,9088
19/11/1924,1924,November,11,Q4,9089
20/11/1924,1924,November,11,Q4,9090
21/11/1924,1924,November,11,Q4,9091
22/11/1924,1924,November,11,Q4,9092
23/11/1924,1924,November,11,Q4,9093
24/11/1924,1924,November,11,Q4,9094
25/11/1924,1924,November,11,Q4,9095
26/11/1924,1924,November,11,Q4,9096
27/11/1924,1924,November,11,Q4,9097
28/11/1924,1924,November,11,Q4,9098
29/11/1924,1924,November,11,Q4,9099
30/11/1924,1924,November,11,Q4,9100
01/11/1925,1925,November,11,Q4,9436
02/11/1925,1925,November,11,Q4,9437
03/11/1925,1925,November,11,Q4,9438
04/11/1925,1925,November,11,Q4,9439
05/11/1925,1925,November,11,Q4,9440
06/11/1925,1925,November,11,Q4,9441
07/11/1925,1925,November,11,Q4,9442
08/11/1925,1925,November,11,Q4,9443
09/11/1925,1925,November,11,Q4,9444
10/11/1925,1925,November,11,Q4,9445
11/11/1925,1925,November,11,Q4,9446
12/11/1925,1925,November,11,Q4,9447
13/11/1925,1925,November,11,Q4,9448
14/11/1925,1925,November,11,Q4,9449
15/11/1925,1925,November,11,Q4,9450
16/11/1925,1925,November,11,Q4,9451
17/11/1925,1925,November,11,Q4,9452
18/11/1925,1925,November,11,Q4,9453
19/11/1925,1925,November,11,Q4,9454
20/11/1925,1925,November,11,Q4,9455
21/11/1925,1925,November,11,Q4,9456
22/11/1925,1925,November,11,Q4,9457
23/11/1925,1925,November,11,Q4,9458
24/11/1925,1925,November,11,Q4,9459
25/11/1925,1925,November,11,Q4,9460
26/11/1925,1925,November,11,Q4,9461
27/11/1925,1925,November,11,Q4,9462
28/11/1925,1925,November,11,Q4,9463
29/11/1925,1925,November,11,Q4,9464
30/11/1925,1925,November,11,Q4,9465
01/11/1926,1926,November,11,Q4,9801
02/11/1926,1926,November,11,Q4,9802
03/11/1926,1926,November,11,Q4,9803
04/11/1926,1926,November,11,Q4,9804
05/11/1926,1926,November,11,Q4,9805
06/11/1926,1926,November,11,Q4,9806
07/11/1926,1926,November,11,Q4,9807
08/11/1926,1926,November,11,Q4,9808
09/11/1926,1926,November,11,Q4,9809
10/11/1926,1926,November,11,Q4,9810
11/11/1926,1926,November,11,Q4,9811
12/11/1926,1926,November,11,Q4,9812
13/11/1926,1926,November,11,Q4,9813
14/11/1926,1926,November,11,Q4,9814
15/11/1926,1926,November,11,Q4,9815
16/11/1926,1926,November,11,Q4,9816
17/11/1926,1926,November,11,Q4,9817
18/11/1926,1926,November,11,Q4,9818
19/11/1926,1926,November,11,Q4,9819
20/11/1926,1926,November,11,Q4,9820
21/11/1926,1926,November,11,Q4,9821
22/11/1926,1926,November,11,Q4,9822
23/11/1926,1926,November,11,Q4,9823
24/11/1926,1926,November,11,Q4,9824
25/11/1926,1926,November,11,Q4,9825
26/11/1926,1926,November,11,Q4,9826
27/11/1926,1926,November,11,Q4,9827
28/11/1926,1926,November,11,Q4,9828
29/11/1926,1926,November,11,Q4,9829
30/11/1926,1926,November,11,Q4,9830
01/11/1927,1927,November,11,Q4,10166
02/11/1927,1927,November,11,Q4,10167
03/11/1927,1927,November,11,Q4,10168
04/11/1927,1927,November,11,Q4,10169
05/11/1927,1927,November,11,Q4,10170
06/11/1927,1927,November,11,Q4,10171
07/11/1927,1927,November,11,Q4,10172
08/11/1927,1927,November,11,Q4,10173
09/11/1927,1927,November,11,Q4,10174
10/11/1927,1927,November,11,Q4,10175
11/11/1927,1927,November,11,Q4,10176
12/11/1927,1927,November,11,Q4,10177
13/11/1927,1927,November,11,Q4,10178
14/11/1927,1927,November,11,Q4,10179
15/11/1927,1927,November,11,Q4,10180
16/11/1927,1927,November,11,Q4,10181
17/11/1927,1927,November,11,Q4,10182
18/11/1927,1927,November,11,Q4,10183
19/11/1927,1927,November,11,Q4,10184
20/11/1927,1927,November,11,Q4,10185
21/11/1927,1927,November,11,Q4,10186
22/11/1927,1927,November,11,Q4,10187
23/11/1927,1927,November,11,Q4,10188
24/11/1927,1927,November,11,Q4,10189
25/11/1927,1927,November,11,Q4,10190
26/11/1927,1927,November,11,Q4,10191
27/11/1927,1927,November,11,Q4,10192
28/11/1927,1927,November,11,Q4,10193
29/11/1927,1927,November,11,Q4,10194
30/11/1927,1927,November,11,Q4,10195
01/11/1928,1928,November,11,Q4,10532
02/11/1928,1928,November,11,Q4,10533
03/11/1928,1928,November,11,Q4,10534
04/11/1928,1928,November,11,Q4,10535
05/11/1928,1928,November,11,Q4,10536
06/11/1928,1928,November,11,Q4,10537
07/11/1928,1928,November,11,Q4,10538
08/11/1928,1928,November,11,Q4,10539
09/11/1928,1928,November,11,Q4,10540
10/11/1928,1928,November,11,Q4,10541
11/11/1928,1928,November,11,Q4,10542
12/11/1928,1928,November,11,Q4,10543
13/11/1928,1928,November,11,Q4,10544
14/11/1928,1928,November,11,Q4,10545
15/11/1928,1928,November,11,Q4,10546
16/11/1928,1928,November,11,Q4,10547
17/11/1928,1928,November,11,Q4,10548
18/11/1928,1928,November,11,Q4,10549
19/11/1928,1928,November,11,Q4,10550
20/11/1928,1928,November,11,Q4,10551
21/11/1928,1928,November,11,Q4,10552
22/11/1928,1928,November,11,Q4,10553
23/11/1928,1928,November,11,Q4,10554
24/11/1928,1928,November,11,Q4,10555
25/11/1928,1928,November,11,Q4,10556
26/11/1928,1928,November,11,Q4,10557
27/11/1928,1928,November,11,Q4,10558
28/11/1928,1928,November,11,Q4,10559
29/11/1928,1928,November,11,Q4,10560
30/11/1928,1928,November,11,Q4,10561
01/11/1929,1929,November,11,Q4,10897
02/11/1929,1929,November,11,Q4,10898
03/11/1929,1929,November,11,Q4,10899
04/11/1929,1929,November,11,Q4,10900
05/11/1929,1929,November,11,Q4,10901
06/11/1929,1929,November,11,Q4,10902
07/11/1929,1929,November,11,Q4,10903
08/11/1929,1929,November,11,Q4,10904
09/11/1929,1929,November,11,Q4,10905
10/11/1929,1929,November,11,Q4,10906
11/11/1929,1929,November,11,Q4,10907
12/11/1929,1929,November,11,Q4,10908
13/11/1929,1929,November,11,Q4,10909
14/11/1929,1929,November,11,Q4,10910
15/11/1929,1929,November,11,Q4,10911
16/11/1929,1929,November,11,Q4,10912
17/11/1929,1929,November,11,Q4,10913
18/11/1929,1929,November,11,Q4,10914
19/11/1929,1929,November,11,Q4,10915
20/11/1929,1929,November,11,Q4,10916
21/11/1929,1929,November,11,Q4,10917
22/11/1929,1929,November,11,Q4,10918
23/11/1929,1929,November,11,Q4,10919
24/11/1929,1929,November,11,Q4,10920
25/11/1929,1929,November,11,Q4,10921
26/11/1929,1929,November,11,Q4,10922
27/11/1929,1929,November,11,Q4,10923
28/11/1929,1929,November,11,Q4,10924
29/11/1929,1929,November,11,Q4,10925
30/11/1929,1929,November,11,Q4,10926
01/11/1930,1930,November,11,Q4,11262
02/11/1930,1930,November,11,Q4,11263
03/11/1930,1930,November,11,Q4,11264
04/11/1930,1930,November,11,Q4,11265
05/11/1930,1930,November,11,Q4,11266
06/11/1930,1930,November,11,Q4,11267
07/11/1930,1930,November,11,Q4,11268
08/11/1930,1930,November,11,Q4,11269
09/11/1930,1930,November,11,Q4,11270
10/11/1930,1930,November,11,Q4,11271
11/11/1930,1930,November,11,Q4,11272
12/11/1930,1930,November,11,Q4,11273
13/11/1930,1930,November,11,Q4,11274
14/11/1930,1930,November,11,Q4,11275
15/11/1930,1930,November,11,Q4,11276
16/11/1930,1930,November,11,Q4,11277
17/11/1930,1930,November,11,Q4,11278
18/11/1930,1930,November,11,Q4,11279
19/11/1930,1930,November,11,Q4,11280
20/11/1930,1930,November,11,Q4,11281
21/11/1930,1930,November,11,Q4,11282
22/11/1930,1930,November,11,Q4,11283
23/11/1930,1930,November,11,Q4,11284
24/11/1930,1930,November,11,Q4,11285
25/11/1930,1930,November,11,Q4,11286
26/11/1930,1930,November,11,Q4,11287
27/11/1930,1930,November,11,Q4,11288
28/11/1930,1930,November,11,Q4,11289
29/11/1930,1930,November,11,Q4,11290
30/11/1930,1930,November,11,Q4,11291
01/11/1931,1931,November,11,Q4,11627
02/11/1931,1931,November,11,Q4,11628
03/11/1931,1931,November,11,Q4,11629
04/11/1931,1931,November,11,Q4,11630
05/11/1931,1931,November,11,Q4,11631
06/11/1931,1931,November,11,Q4,11632
07/11/1931,1931,November,11,Q4,11633
08/11/1931,1931,November,11,Q4,11634
09/11/1931,1931,November,11,Q4,11635
10/11/1931,1931,November,11,Q4,11636
11/11/1931,1931,November,11,Q4,11637
12/11/1931,1931,November,11,Q4,11638
13/11/1931,1931,November,11,Q4,11639
14/11/1931,1931,November,11,Q4,11640
15/11/1931,1931,November,11,Q4,11641
16/11/1931,1931,November,11,Q4,11642
17/11/1931,1931,November,11,Q4,11643
18/11/1931,1931,November,11,Q4,11644
19/11/1931,1931,November,11,Q4,11645
20/11/1931,1931,November,11,Q4,11646
21/11/1931,1931,November,11,Q4,11647
22/11/1931,1931,November,11,Q4,11648
23/11/1931,1931,November,11,Q4,11649
24/11/1931,1931,November,11,Q4,11650
25/11/1931,1931,November,11,Q4,11651
26/11/1931,1931,November,11,Q4,11652
27/11/1931,1931,November,11,Q4,11653
28/11/1931,1931,November,11,Q4,11654
29/11/1931,1931,November,11,Q4,11655
30/11/1931,1931,November,11,Q4,11656
01/11/1932,1932,November,11,Q4,11993
02/11/1932,1932,November,11,Q4,11994
03/11/1932,1932,November,11,Q4,11995
04/11/1932,1932,November,11,Q4,11996
05/11/1932,1932,November,11,Q4,11997
06/11/1932,1932,November,11,Q4,11998
07/11/1932,1932,November,11,Q4,11999
08/11/1932,1932,November,11,Q4,12000
09/11/1932,1932,November,11,Q4,12001
10/11/1932,1932,November,11,Q4,12002
11/11/1932,1932,November,11,Q4,12003
12/11/1932,1932,November,11,Q4,12004
13/11/1932,1932,November,11,Q4,12005
14/11/1932,1932,November,11,Q4,12006
15/11/1932,1932,November,11,Q4,12007
16/11/1932,1932,November,11,Q4,12008
17/11/1932,1932,November,11,Q4,12009
18/11/1932,1932,November,11,Q4,12010
19/11/1932,1932,November,11,Q4,12011
20/11/1932,1932,November,11,Q4,12012
21/11/1932,1932,November,11,Q4,12013
22/11/1932,1932,November,11,Q4,12014
23/11/1932,1932,November,11,Q4,12015
24/11/1932,1932,November,11,Q4,12016
25/11/1932,1932,November,11,Q4,12017
26/11/1932,1932,November,11,Q4,12018
27/11/1932,1932,November,11,Q4,12019
28/11/1932,1932,November,11,Q4,12020
29/11/1932,1932,November,11,Q4,12021
30/11/1932,1932,November,11,Q4,12022
01/11/1933,1933,November,11,Q4,12358
02/11/1933,1933,November,11,Q4,12359
03/11/1933,1933,November,11,Q4,12360
04/11/1933,1933,November,11,Q4,12361
05/11/1933,1933,November,11,Q4,12362
06/11/1933,1933,November,11,Q4,12363
07/11/1933,1933,November,11,Q4,12364
08/11/1933,1933,November,11,Q4,12365
09/11/1933,1933,November,11,Q4,12366
10/11/1933,1933,November,11,Q4,12367
11/11/1933,1933,November,11,Q4,12368
12/11/1933,1933,November,11,Q4,12369
13/11/1933,1933,November,11,Q4,12370
14/11/1933,1933,November,11,Q4,12371
15/11/1933,1933,November,11,Q4,12372
16/11/1933,1933,November,11,Q4,12373
17/11/1933,1933,November,11,Q4,12374
18/11/1933,1933,November,11,Q4,12375
19/11/1933,1933,November,11,Q4,12376
20/11/1933,1933,November,11,Q4,12377
21/11/1933,1933,November,11,Q4,12378
22/11/1933,1933,November,11,Q4,12379
23/11/1933,1933,November,11,Q4,12380
24/11/1933,1933,November,11,Q4,12381
25/11/1933,1933,November,11,Q4,12382
26/11/1933,1933,November,11,Q4,12383
27/11/1933,1933,November,11,Q4,12384
28/11/1933,1933,November,11,Q4,12385
29/11/1933,1933,November,11,Q4,12386
30/11/1933,1933,November,11,Q4,12387
01/11/1934,1934,November,11,Q4,12723
02/11/1934,1934,November,11,Q4,12724
03/11/1934,1934,November,11,Q4,12725
04/11/1934,1934,November,11,Q4,12726
05/11/1934,1934,November,11,Q4,12727
06/11/1934,1934,November,11,Q4,12728
07/11/1934,1934,November,11,Q4,12729
08/11/1934,1934,November,11,Q4,12730
09/11/1934,1934,November,11,Q4,12731
10/11/1934,1934,November,11,Q4,12732
11/11/1934,1934,November,11,Q4,12733
12/11/1934,1934,November,11,Q4,12734
13/11/1934,1934,November,11,Q4,12735
14/11/1934,1934,November,11,Q4,12736
15/11/1934,1934,November,11,Q4,12737
16/11/1934,1934,November,11,Q4,12738
17/11/1934,1934,November,11,Q4,12739
18/11/1934,1934,November,11,Q4,12740
19/11/1934,1934,November,11,Q4,12741
20/11/1934,1934,November,11,Q4,12742
21/11/1934,1934,November,11,Q4,12743
22/11/1934,1934,November,11,Q4,12744
23/11/1934,1934,November,11,Q4,12745
24/11/1934,1934,November,11,Q4,12746
25/11/1934,1934,November,11,Q4,12747
26/11/1934,1934,November,11,Q4,12748
27/11/1934,1934,November,11,Q4,12749
28/11/1934,1934,November,11,Q4,12750
29/11/1934,1934,November,11,Q4,12751
30/11/1934,1934,November,11,Q4,12752
01/11/1935,1935,November,11,Q4,13088
02/11/1935,1935,November,11,Q4,13089
03/11/1935,1935,November,11,Q4,13090
04/11/1935,1935,November,11,Q4,13091
05/11/1935,1935,November,11,Q4,13092
06/11/1935,1935,November,11,Q4,13093
07/11/1935,1935,November,11,Q4,13094
08/11/1935,1935,November,11,Q4,13095
09/11/1935,1935,November,11,Q4,13096
10/11/1935,1935,November,11,Q4,13097
11/11/1935,1935,November,11,Q4,13098
12/11/1935,1935,November,11,Q4,13099
13/11/1935,1935,November,11,Q4,13100
14/11/1935,1935,November,11,Q4,13101
15/11/1935,1935,November,11,Q4,13102
16/11/1935,1935,November,11,Q4,13103
17/11/1935,1935,November,11,Q4,13104
18/11/1935,1935,November,11,Q4,13105
19/11/1935,1935,November,11,Q4,13106
20/11/1935,1935,November,11,Q4,13107
21/11/1935,1935,November,11,Q4,13108
22/11/1935,1935,November,11,Q4,13109
23/11/1935,1935,November,11,Q4,13110
24/11/1935,1935,November,11,Q4,13111
25/11/1935,1935,November,11,Q4,13112
26/11/1935,1935,November,11,Q4,13113
27/11/1935,1935,November,11,Q4,13114
28/11/1935,1935,November,11,Q4,13115
29/11/1935,1935,November,11,Q4,13116
30/11/1935,1935,November,11,Q4,13117
01/11/1936,1936,November,11,Q4,13454
02/11/1936,1936,November,11,Q4,13455
03/11/1936,1936,November,11,Q4,13456
04/11/1936,1936,November,11,Q4,13457
05/11/1936,1936,November,11,Q4,13458
06/11/1936,1936,November,11,Q4,13459
07/11/1936,1936,November,11,Q4,13460
08/11/1936,1936,November,11,Q4,13461
09/11/1936,1936,November,11,Q4,13462
10/11/1936,1936,November,11,Q4,13463
11/11/1936,1936,November,11,Q4,13464
12/11/1936,1936,November,11,Q4,13465
13/11/1936,1936,November,11,Q4,13466
14/11/1936,1936,November,11,Q4,13467
15/11/1936,1936,November,11,Q4,13468
16/11/1936,1936,November,11,Q4,13469
17/11/1936,1936,November,11,Q4,13470
18/11/1936,1936,November,11,Q4,13471
19/11/1936,1936,November,11,Q4,13472
20/11/1936,1936,November,11,Q4,13473
21/11/1936,1936,November,11,Q4,13474
22/11/1936,1936,November,11,Q4,13475
23/11/1936,1936,November,11,Q4,13476
24/11/1936,1936,November,11,Q4,13477
25/11/1936,1936,November,11,Q4,13478
26/11/1936,1936,November,11,Q4,13479
27/11/1936,1936,November,11,Q4,13480
28/11/1936,1936,November,11,Q4,13481
29/11/1936,1936,November,11,Q4,13482
30/11/1936,1936,November,11,Q4,13483
01/11/1937,1937,November,11,Q4,13819
02/11/1937,1937,November,11,Q4,13820
03/11/1937,1937,November,11,Q4,13821
04/11/1937,1937,November,11,Q4,13822
05/11/1937,1937,November,11,Q4,13823
06/11/1937,1937,November,11,Q4,13824
07/11/1937,1937,November,11,Q4,13825
08/11/1937,1937,November,11,Q4,13826
09/11/1937,1937,November,11,Q4,13827
10/11/1937,1937,November,11,Q4,13828
11/11/1937,1937,November,11,Q4,13829
12/11/1937,1937,November,11,Q4,13830
13/11/1937,1937,November,11,Q4,13831
